date,crop,zone,price,quantity_sold_kg
2025-10-24,Garlic,Zone A,205.23,62.2
2025-10-24,Garlic,Zone B,195.29,43.0
2025-10-24,Ginger,Zone A,68.98,53.6
2025-10-24,Ginger,Zone B,73.25,56.6
2025-10-24,Capsicum,Zone A,39.69,67.7
2025-10-24,Capsicum,Zone B,36.96,61.2
2025-10-24,Cauliflower,Zone A,28.39,54.3
2025-10-24,Cauliflower,Zone B,29.49,39.2
2025-10-24,Chilli,Zone A,55.26,26.8
2025-10-24,Chilli,Zone B,56.61,25.4
2025-10-24,Grapes,Zone A,138.15,99.1
2025-10-24,Grapes,Zone B,138.67,51.2
2025-10-24,Apple,Zone A,124.41,98.5
2025-10-24,Apple,Zone B,120.65,21.3
2025-10-24,Banana,Zone A,45.72,78.6
2025-10-24,Banana,Zone B,46.77,81.7
2025-10-24,Strawberry,Zone A,230.34,23.5
2025-10-24,Strawberry,Zone B,234.33,85.1
2025-10-25,Tomato,Zone A,19.78,57.2
2025-10-25,Tomato,Zone B,19.65,70.5
2025-10-25,Onion,Zone A,44.78,82.1
2025-10-25,Onion,Zone B,46.24,43.5
2025-10-25,Potato,Zone A,23.29,23.4
2025-10-25,Potato,Zone B,24.69,61.2
2025-10-25,Garlic,Zone A,216.39,40.3
2025-10-25,Garlic,Zone B,220.02,35.3
2025-10-25,Ginger,Zone A,73.94,89.3
2025-10-25,Ginger,Zone B,71.35,30.0
2025-10-25,Capsicum,Zone A,40.7,79.5
2025-10-25,Capsicum,Zone B,40.72,50.9
2025-10-25,Cauliflower,Zone A,31.41,59.8
2025-10-25,Cauliflower,Zone B,32.49,61.5
2025-10-25,Chilli,Zone A,57.69,26.3
2025-10-25,Chilli,Zone B,57.12,85.8
2025-10-25,Grapes,Zone A,136.52,26.4
2025-10-25,Grapes,Zone B,140.28,44.5
2025-10-25,Apple,Zone A,125.31,75.2
2025-10-25,Apple,Zone B,124.56,23.4
2025-10-25,Banana,Zone A,46.11,99.9
2025-10-25,Banana,Zone B,45.82,98.4
2025-10-25,Strawberry,Zone A,232.93,71.0
2025-10-25,Strawberry,Zone B,238.49,84.1
2025-10-26,Tomato,Zone A,21.1,31.4
2025-10-26,Tomato,Zone B,20.53,82.5
2025-10-26,Onion,Zone A,41.42,82.3
2025-10-26,Onion,Zone B,42.45,50.6
2025-10-26,Potato,Zone A,25.38,74.3
2025-10-26,Potato,Zone B,26.07,49.8
2025-10-26,Garlic,Zone A,209.65,62.4
2025-10-26,Garlic,Zone B,206.72,72.0
2025-10-26,Ginger,Zone A,68.68,78.9
2025-10-26,Ginger,Zone B,70.86,51.0
2025-10-26,Capsicum,Zone A,39.48,40.8
2025-10-26,Capsicum,Zone B,40.07,99.7
2025-10-26,Cauliflower,Zone A,30.33,59.3
2025-10-26,Cauliflower,Zone B,28.47,88.2
2025-10-26,Chilli,Zone A,56.48,55.6
2025-10-26,Chilli,Zone B,52.93,74.6
2025-10-26,Grapes,Zone A,143.01,47.8
2025-10-26,Grapes,Zone B,140.05,63.4
2025-10-26,Apple,Zone A,136.28,76.9
2025-10-26,Apple,Zone B,137.09,71.0
2025-10-26,Banana,Zone A,46.35,29.7
2025-10-26,Banana,Zone B,45.21,31.1
2025-10-26,Strawberry,Zone A,226.53,64.3
2025-10-26,Strawberry,Zone B,232.98,84.3
2025-10-27,Tomato,Zone A,20.28,26.9
2025-10-27,Tomato,Zone B,19.8,100.0
2025-10-27,Onion,Zone A,46.08,81.5
2025-10-27,Onion,Zone B,47.17,25.9
2025-10-27,Potato,Zone A,26.48,56.0
2025-10-27,Potato,Zone B,26.56,47.6
2025-10-27,Garlic,Zone A,216.85,71.2
2025-10-27,Garlic,Zone B,206.7,97.3
2025-10-27,Ginger,Zone A,75.75,24.4
2025-10-27,Ginger,Zone B,71.14,32.2
2025-10-27,Capsicum,Zone A,38.11,76.7
2025-10-27,Capsicum,Zone B,38.18,95.3
2025-10-27,Cauliflower,Zone A,32.05,40.0
2025-10-27,Cauliflower,Zone B,31.52,64.1
2025-10-27,Chilli,Zone A,52.1,62.7
2025-10-27,Chilli,Zone B,52.95,33.5
2025-10-27,Grapes,Zone A,143.14,72.7
2025-10-27,Grapes,Zone B,149.81,68.4
2025-10-27,Apple,Zone A,132.13,86.0
2025-10-27,Apple,Zone B,126.5,23.6
2025-10-27,Banana,Zone A,45.92,72.1
2025-10-27,Banana,Zone B,46.61,53.3
2025-10-27,Strawberry,Zone A,229.97,70.2
2025-10-27,Strawberry,Zone B,226.13,96.5
2025-10-28,Tomato,Zone A,20.45,74.8
2025-10-28,Tomato,Zone B,19.64,25.8
2025-10-28,Onion,Zone A,42.81,58.7
2025-10-28,Onion,Zone B,42.0,68.5
2025-10-28,Potato,Zone A,24.96,78.7
2025-10-28,Potato,Zone B,25.24,98.0
2025-10-28,Garlic,Zone A,186.24,64.9
2025-10-28,Garlic,Zone B,185.46,57.3
2025-10-28,Ginger,Zone A,69.68,27.7
2025-10-28,Ginger,Zone B,69.92,50.7
2025-10-28,Capsicum,Zone A,39.65,89.2
2025-10-28,Capsicum,Zone B,39.36,46.2
2025-10-28,Cauliflower,Zone A,29.78,81.0
2025-10-28,Cauliflower,Zone B,30.23,61.2
2025-10-28,Chilli,Zone A,54.15,21.9
2025-10-28,Chilli,Zone B,56.95,60.4
2025-10-28,Grapes,Zone A,144.4,48.2
2025-10-28,Grapes,Zone B,142.45,59.6
2025-10-28,Apple,Zone A,133.99,57.6
2025-10-28,Apple,Zone B,132.74,87.8
2025-10-28,Banana,Zone A,46.06,78.2
2025-10-28,Banana,Zone B,45.63,49.3
2025-10-28,Strawberry,Zone A,222.67,35.6
2025-10-28,Strawberry,Zone B,222.36,25.9
2025-10-29,Tomato,Zone A,20.43,42.4
2025-10-29,Tomato,Zone B,20.79,74.4
2025-10-29,Onion,Zone A,44.93,51.5
2025-10-29,Onion,Zone B,44.31,47.1
2025-10-29,Potato,Zone A,26.63,35.9
2025-10-29,Potato,Zone B,26.12,60.0
2025-10-29,Garlic,Zone A,180.06,46.6
2025-10-29,Garlic,Zone B,185.06,56.6
2025-10-29,Ginger,Zone A,75.78,46.2
2025-10-29,Ginger,Zone B,76.37,33.0
2025-10-29,Capsicum,Zone A,42.77,43.9
2025-10-29,Capsicum,Zone B,41.41,86.3
2025-10-29,Cauliflower,Zone A,30.6,44.0
2025-10-29,Cauliflower,Zone B,30.86,49.5
2025-10-29,Chilli,Zone A,58.1,66.7
2025-10-29,Chilli,Zone B,57.28,78.0
2025-10-29,Grapes,Zone A,136.27,58.0
2025-10-29,Grapes,Zone B,146.93,82.6
2025-10-29,Apple,Zone A,130.77,77.7
2025-10-29,Apple,Zone B,130.83,33.6
2025-10-29,Banana,Zone A,46.02,87.3
2025-10-29,Banana,Zone B,44.3,74.5
2025-10-29,Strawberry,Zone A,215.6,28.8
2025-10-29,Strawberry,Zone B,200.13,45.1
2025-10-30,Tomato,Zone A,19.6,52.8
2025-10-30,Tomato,Zone B,19.73,93.6
2025-10-30,Onion,Zone A,47.56,25.0
2025-10-30,Onion,Zone B,45.33,36.6
2025-10-30,Potato,Zone A,24.88,62.0
2025-10-30,Potato,Zone B,24.2,33.9
2025-10-30,Garlic,Zone A,210.5,48.3
2025-10-30,Garlic,Zone B,217.83,77.7
2025-10-30,Ginger,Zone A,77.36,68.8
2025-10-30,Ginger,Zone B,74.31,39.7
2025-10-30,Capsicum,Zone A,39.35,97.8
2025-10-30,Capsicum,Zone B,39.58,43.1
2025-10-30,Cauliflower,Zone A,29.6,45.4
2025-10-30,Cauliflower,Zone B,28.77,94.7
2025-10-30,Chilli,Zone A,55.6,29.7
2025-10-30,Chilli,Zone B,57.42,50.4
2025-10-30,Grapes,Zone A,151.83,96.4
2025-10-30,Grapes,Zone B,151.67,43.2
2025-10-30,Apple,Zone A,121.01,47.7
2025-10-30,Apple,Zone B,118.42,40.5
2025-10-30,Banana,Zone A,43.84,63.1
2025-10-30,Banana,Zone B,46.46,75.7
2025-10-30,Strawberry,Zone A,213.9,66.9
2025-10-30,Strawberry,Zone B,207.58,73.6
2025-10-31,Tomato,Zone A,20.28,24.2
2025-10-31,Tomato,Zone B,19.92,77.4
2025-10-31,Onion,Zone A,44.14,20.4
2025-10-31,Onion,Zone B,43.38,94.3
2025-10-31,Potato,Zone A,25.63,90.3
2025-10-31,Potato,Zone B,24.72,36.0
2025-10-31,Garlic,Zone A,211.77,71.7
2025-10-31,Garlic,Zone B,221.86,27.2
2025-10-31,Ginger,Zone A,75.46,77.8
2025-10-31,Ginger,Zone B,77.88,93.1
2025-10-31,Capsicum,Zone A,39.88,34.1
2025-10-31,Capsicum,Zone B,40.0,99.8
2025-10-31,Cauliflower,Zone A,29.68,94.9
2025-10-31,Cauliflower,Zone B,30.79,94.1
2025-10-31,Chilli,Zone A,54.83,65.4
2025-10-31,Chilli,Zone B,55.28,98.6
2025-10-31,Grapes,Zone A,137.95,63.5
2025-10-31,Grapes,Zone B,132.7,95.1
2025-10-31,Apple,Zone A,131.31,35.4
2025-10-31,Apple,Zone B,127.57,33.0
2025-10-31,Banana,Zone A,43.94,34.9
2025-10-31,Banana,Zone B,45.66,83.3
2025-10-31,Strawberry,Zone A,232.12,34.0
2025-10-31,Strawberry,Zone B,233.92,91.8
2025-11-01,Tomato,Zone A,17.5,26.9
2025-11-01,Tomato,Zone B,17.72,34.8
2025-11-01,Onion,Zone A,34.21,39.8
2025-11-01,Onion,Zone B,34.04,38.8
2025-11-01,Potato,Zone A,26.57,44.2
2025-11-01,Potato,Zone B,26.09,20.9
2025-11-01,Garlic,Zone A,164.96,25.0
2025-11-01,Garlic,Zone B,157.5,44.5
2025-11-01,Ginger,Zone A,72.99,91.6
2025-11-01,Ginger,Zone B,74.16,44.9
2025-11-01,Capsicum,Zone A,31.73,43.6
2025-11-01,Capsicum,Zone B,30.99,37.5
2025-11-01,Cauliflower,Zone A,22.46,79.8
2025-11-01,Cauliflower,Zone B,23.3,53.3
2025-11-01,Chilli,Zone A,45.67,63.0
2025-11-01,Chilli,Zone B,46.38,37.5
2025-11-01,Grapes,Zone A,109.41,89.9
2025-11-01,Grapes,Zone B,103.64,55.7
2025-11-01,Apple,Zone A,147.89,65.1
2025-11-01,Apple,Zone B,147.69,63.8
2025-11-01,Banana,Zone A,45.29,32.0
2025-11-01,Banana,Zone B,44.41,61.6
2025-11-01,Strawberry,Zone A,169.01,66.7
2025-11-01,Strawberry,Zone B,167.43,60.8
2025-11-02,Tomato,Zone A,17.36,61.1
2025-11-02,Tomato,Zone B,17.37,24.6
2025-11-02,Onion,Zone A,37.78,77.9
2025-11-02,Onion,Zone B,36.56,85.3
2025-11-02,Potato,Zone A,25.77,23.6
2025-11-02,Potato,Zone B,25.3,25.1
2025-11-02,Garlic,Zone A,173.74,25.5
2025-11-02,Garlic,Zone B,173.73,22.5
2025-11-02,Ginger,Zone A,74.59,81.3
2025-11-02,Ginger,Zone B,75.81,71.7
2025-11-02,Capsicum,Zone A,33.8,50.6
2025-11-02,Capsicum,Zone B,33.48,92.5
2025-11-02,Cauliflower,Zone A,24.54,72.9
2025-11-02,Cauliflower,Zone B,24.27,72.3
2025-11-02,Chilli,Zone A,42.98,63.0
2025-11-02,Chilli,Zone B,44.22,78.2
2025-11-02,Grapes,Zone A,102.7,21.8
2025-11-02,Grapes,Zone B,105.22,73.9
2025-11-02,Apple,Zone A,151.05,85.9
2025-11-02,Apple,Zone B,147.62,47.7
2025-11-02,Banana,Zone A,45.53,78.0
2025-11-02,Banana,Zone B,42.63,84.8
2025-11-02,Strawberry,Zone A,182.35,90.7
2025-11-02,Strawberry,Zone B,171.63,36.5
2025-11-03,Tomato,Zone A,14.73,67.8
2025-11-03,Tomato,Zone B,15.55,23.9
2025-11-03,Onion,Zone A,38.45,38.7
2025-11-03,Onion,Zone B,37.87,89.1
2025-11-03,Potato,Zone A,23.9,43.1
2025-11-03,Potato,Zone B,24.49,78.5
2025-11-03,Garlic,Zone A,158.33,73.8
2025-11-03,Garlic,Zone B,154.85,44.1
2025-11-03,Ginger,Zone A,70.32,37.7
2025-11-03,Ginger,Zone B,68.33,24.9
2025-11-03,Capsicum,Zone A,36.78,92.9
2025-11-03,Capsicum,Zone B,36.05,54.2
2025-11-03,Cauliflower,Zone A,25.66,95.3
2025-11-03,Cauliflower,Zone B,25.07,82.9
2025-11-03,Chilli,Zone A,43.59,31.9
2025-11-03,Chilli,Zone B,43.45,80.4
2025-11-03,Grapes,Zone A,112.77,44.1
2025-11-03,Grapes,Zone B,111.53,84.5
2025-11-03,Apple,Zone A,157.0,97.4
2025-11-03,Apple,Zone B,156.94,30.7
2025-11-03,Banana,Zone A,42.8,71.7
2025-11-03,Banana,Zone B,45.32,87.8
2025-11-03,Strawberry,Zone A,175.77,35.2
2025-11-03,Strawberry,Zone B,169.47,73.9
2025-11-04,Tomato,Zone A,17.31,35.1
2025-11-04,Tomato,Zone B,17.16,77.9
2025-11-04,Onion,Zone A,37.46,89.6
2025-11-04,Onion,Zone B,37.02,96.6
2025-11-04,Potato,Zone A,24.62,97.0
2025-11-04,Potato,Zone B,23.06,100.0
2025-11-04,Garlic,Zone A,156.37,68.4
2025-11-04,Garlic,Zone B,155.89,93.2
2025-11-04,Ginger,Zone A,76.61,50.5
2025-11-04,Ginger,Zone B,75.15,48.7
2025-11-04,Capsicum,Zone A,31.6,59.8
2025-11-04,Capsicum,Zone B,30.56,98.5
2025-11-04,Cauliflower,Zone A,25.28,93.1
2025-11-04,Cauliflower,Zone B,24.36,53.1
2025-11-04,Chilli,Zone A,44.87,31.7
2025-11-04,Chilli,Zone B,45.01,94.8
2025-11-04,Grapes,Zone A,110.14,32.2
2025-11-04,Grapes,Zone B,109.36,50.4
2025-11-04,Apple,Zone A,154.99,72.4
2025-11-04,Apple,Zone B,157.29,40.6
2025-11-04,Banana,Zone A,48.18,71.3
2025-11-04,Banana,Zone B,46.41,33.5
2025-11-04,Strawberry,Zone A,180.41,77.6
2025-11-04,Strawberry,Zone B,185.14,93.4
2025-11-05,Tomato,Zone A,16.82,24.7
2025-11-05,Tomato,Zone B,16.01,87.7
2025-11-05,Onion,Zone A,40.67,81.1
2025-11-05,Onion,Zone B,39.85,87.4
2025-11-05,Potato,Zone A,24.73,20.7
2025-11-05,Potato,Zone B,24.34,49.9
2025-11-05,Garlic,Zone A,164.04,69.3
2025-11-05,Garlic,Zone B,161.67,59.0
2025-11-05,Ginger,Zone A,67.87,20.9
2025-11-05,Ginger,Zone B,67.75,42.0
2025-11-05,Capsicum,Zone A,34.48,85.1
2025-11-05,Capsicum,Zone B,36.36,84.5
2025-11-05,Cauliflower,Zone A,25.76,27.7
2025-11-05,Cauliflower,Zone B,25.85,35.4
2025-11-05,Chilli,Zone A,46.74,41.4
2025-11-05,Chilli,Zone B,45.22,49.8
2025-11-05,Grapes,Zone A,109.53,99.2
2025-11-05,Grapes,Zone B,106.58,74.7
2025-11-05,Apple,Zone A,157.13,88.7
2025-11-05,Apple,Zone B,158.44,27.5
2025-11-05,Banana,Zone A,44.64,24.5
2025-11-05,Banana,Zone B,42.71,33.7
2025-11-05,Strawberry,Zone A,179.05,82.8
2025-11-05,Strawberry,Zone B,180.95,88.6
2025-11-06,Tomato,Zone A,15.32,23.4
2025-11-06,Tomato,Zone B,14.93,89.4
2025-11-06,Onion,Zone A,39.66,23.7
2025-11-06,Onion,Zone B,38.39,94.0
2025-11-06,Potato,Zone A,26.13,22.6
2025-11-06,Potato,Zone B,26.89,45.2
2025-11-06,Garlic,Zone A,168.55,80.2
2025-11-06,Garlic,Zone B,170.23,51.9
2025-11-06,Ginger,Zone A,66.69,39.2
2025-11-06,Ginger,Zone B,70.37,51.1
2025-11-06,Capsicum,Zone A,34.9,80.4
2025-11-06,Capsicum,Zone B,34.36,99.1
2025-11-06,Cauliflower,Zone A,25.76,97.9
2025-11-06,Cauliflower,Zone B,24.84,55.0
2025-11-06,Chilli,Zone A,47.55,81.5
2025-11-06,Chilli,Zone B,49.92,51.7
2025-11-06,Grapes,Zone A,108.76,41.9
2025-11-06,Grapes,Zone B,117.46,59.2
2025-11-06,Apple,Zone A,153.05,54.5
2025-11-06,Apple,Zone B,149.96,72.9
2025-11-06,Banana,Zone A,43.54,83.8
2025-11-06,Banana,Zone B,43.87,26.6
2025-11-06,Strawberry,Zone A,176.72,70.7
2025-11-06,Strawberry,Zone B,177.11,45.3
2025-11-07,Tomato,Zone A,14.71,44.7
2025-11-07,Tomato,Zone B,15.15,41.6
2025-11-07,Onion,Zone A,33.78,55.9
2025-11-07,Onion,Zone B,34.8,52.6
2025-11-07,Potato,Zone A,23.54,27.4
2025-11-07,Potato,Zone B,24.0,46.0
2025-11-07,Garlic,Zone A,155.53,51.0
2025-11-07,Garlic,Zone B,152.91,92.1
2025-11-07,Ginger,Zone A,82.77,65.8
2025-11-07,Ginger,Zone B,77.61,50.5
2025-11-07,Capsicum,Zone A,30.34,59.4
2025-11-07,Capsicum,Zone B,29.76,54.8
2025-11-07,Cauliflower,Zone A,24.36,26.2
2025-11-07,Cauliflower,Zone B,23.91,39.7
2025-11-07,Chilli,Zone A,46.75,35.6
2025-11-07,Chilli,Zone B,44.95,44.4
2025-11-07,Grapes,Zone A,113.39,69.6
2025-11-07,Grapes,Zone B,117.73,46.4
2025-11-07,Apple,Zone A,151.24,88.8
2025-11-07,Apple,Zone B,153.12,30.9
2025-11-07,Banana,Zone A,45.77,36.1
2025-11-07,Banana,Zone B,43.54,97.2
2025-11-07,Strawberry,Zone A,185.29,75.6
2025-11-07,Strawberry,Zone B,188.3,66.1
2025-11-08,Tomato,Zone A,15.57,85.3
2025-11-08,Tomato,Zone B,15.59,29.1
2025-11-08,Onion,Zone A,37.83,63.7
2025-11-08,Onion,Zone B,38.1,64.0
2025-11-08,Potato,Zone A,26.05,76.7
2025-11-08,Potato,Zone B,26.0,43.3
2025-11-08,Garlic,Zone A,167.25,83.7
2025-11-08,Garlic,Zone B,161.9,59.9
2025-11-08,Ginger,Zone A,74.48,72.7
2025-11-08,Ginger,Zone B,77.36,83.1
2025-11-08,Capsicum,Zone A,31.64,58.3
2025-11-08,Capsicum,Zone B,30.2,60.5
2025-11-08,Cauliflower,Zone A,27.05,63.5
2025-11-08,Cauliflower,Zone B,27.26,48.8
2025-11-08,Chilli,Zone A,48.78,71.1
2025-11-08,Chilli,Zone B,47.02,81.5
2025-11-08,Grapes,Zone A,110.44,71.8
2025-11-08,Grapes,Zone B,107.66,98.7
2025-11-08,Apple,Zone A,151.44,80.2
2025-11-08,Apple,Zone B,158.35,54.4
2025-11-08,Banana,Zone A,41.97,60.9
2025-11-08,Banana,Zone B,42.86,66.4
2025-11-08,Strawberry,Zone A,180.57,51.3
2025-11-08,Strawberry,Zone B,185.31,67.1
2025-11-09,Tomato,Zone A,16.3,22.0
2025-11-09,Tomato,Zone B,15.98,53.3
2025-11-09,Onion,Zone A,39.01,95.3
2025-11-09,Onion,Zone B,39.09,45.0
2025-11-09,Potato,Zone A,24.3,58.6
2025-11-09,Potato,Zone B,24.84,55.1
2025-11-09,Garlic,Zone A,160.78,44.0
2025-11-09,Garlic,Zone B,167.2,29.2
2025-11-09,Ginger,Zone A,79.9,74.2
2025-11-09,Ginger,Zone B,76.84,98.7
2025-11-09,Capsicum,Zone A,30.64,32.8
2025-11-09,Capsicum,Zone B,31.61,96.7
2025-11-09,Cauliflower,Zone A,23.36,34.8
2025-11-09,Cauliflower,Zone B,23.81,54.6
2025-11-09,Chilli,Zone A,41.87,35.8
2025-11-09,Chilli,Zone B,41.8,51.1
2025-11-09,Grapes,Zone A,109.61,80.2
2025-11-09,Grapes,Zone B,115.02,25.0
2025-11-09,Apple,Zone A,148.31,35.0
2025-11-09,Apple,Zone B,142.02,56.6
2025-11-09,Banana,Zone A,45.21,62.2
2025-11-09,Banana,Zone B,44.42,67.8
2025-11-09,Strawberry,Zone A,183.27,47.8
2025-11-09,Strawberry,Zone B,187.03,69.4
2025-11-10,Tomato,Zone A,17.73,43.8
2025-11-10,Tomato,Zone B,17.6,26.8
2025-11-10,Onion,Zone A,33.59,44.4
2025-11-10,Onion,Zone B,33.78,75.5
2025-11-10,Potato,Zone A,24.86,31.0
2025-11-10,Potato,Zone B,24.79,34.9
2025-11-10,Garlic,Zone A,164.68,71.6
2025-11-10,Garlic,Zone B,168.65,64.4
2025-11-10,Ginger,Zone A,71.98,45.2
2025-11-10,Ginger,Zone B,73.82,24.3
2025-11-10,Capsicum,Zone A,30.89,30.9
2025-11-10,Capsicum,Zone B,32.97,97.1
2025-11-10,Cauliflower,Zone A,24.76,74.8
2025-11-10,Cauliflower,Zone B,24.61,87.2
2025-11-10,Chilli,Zone A,43.77,22.5
2025-11-10,Chilli,Zone B,46.23,43.4
2025-11-10,Grapes,Zone A,107.85,33.5
2025-11-10,Grapes,Zone B,107.16,79.4
2025-11-10,Apple,Zone A,154.6,29.1
2025-11-10,Apple,Zone B,149.24,82.0
2025-11-10,Banana,Zone A,45.96,85.8
2025-11-10,Banana,Zone B,44.75,77.5
2025-11-10,Strawberry,Zone A,187.92,28.2
2025-11-10,Strawberry,Zone B,185.61,80.1
2025-11-11,Tomato,Zone A,16.53,56.0
2025-11-11,Tomato,Zone B,15.7,85.3
2025-11-11,Onion,Zone A,38.16,82.1
2025-11-11,Onion,Zone B,35.94,84.9
2025-11-11,Potato,Zone A,24.92,76.9
2025-11-11,Potato,Zone B,25.49,33.3
2025-11-11,Garlic,Zone A,150.61,36.6
2025-11-11,Garlic,Zone B,148.79,48.1
2025-11-11,Ginger,Zone A,71.52,45.9
2025-11-11,Ginger,Zone B,72.46,43.1
2025-11-11,Capsicum,Zone A,32.51,98.8
2025-11-11,Capsicum,Zone B,32.06,27.6
2025-11-11,Cauliflower,Zone A,27.45,93.5
2025-11-11,Cauliflower,Zone B,27.89,89.4
2025-11-11,Chilli,Zone A,43.54,40.0
2025-11-11,Chilli,Zone B,43.01,86.3
2025-11-11,Grapes,Zone A,114.47,59.2
2025-11-11,Grapes,Zone B,113.58,41.5
2025-11-11,Apple,Zone A,148.14,70.7
2025-11-11,Apple,Zone B,153.24,27.4
2025-11-11,Banana,Zone A,44.27,94.9
2025-11-11,Banana,Zone B,44.6,96.0
2025-11-11,Strawberry,Zone A,169.85,81.9
2025-11-11,Strawberry,Zone B,180.18,78.5
2025-11-12,Tomato,Zone A,16.59,48.7
2025-11-12,Tomato,Zone B,15.8,62.8
2025-11-12,Onion,Zone A,35.02,36.9
2025-11-12,Onion,Zone B,34.57,86.3
2025-11-12,Potato,Zone A,24.75,65.3
2025-11-12,Potato,Zone B,24.57,47.5
2025-11-12,Garlic,Zone A,157.03,28.0
2025-11-12,Garlic,Zone B,166.62,56.8
2025-11-12,Ginger,Zone A,71.16,55.3
2025-11-12,Ginger,Zone B,66.41,96.6
2025-11-12,Capsicum,Zone A,31.68,30.6
2025-11-12,Capsicum,Zone B,31.59,32.7
2025-11-12,Cauliflower,Zone A,26.21,72.4
2025-11-12,Cauliflower,Zone B,26.16,49.7
2025-11-12,Chilli,Zone A,47.4,51.7
2025-11-12,Chilli,Zone B,47.95,76.0
2025-11-12,Grapes,Zone A,108.41,76.3
2025-11-12,Grapes,Zone B,102.8,58.1
2025-11-12,Apple,Zone A,141.33,74.4
2025-11-12,Apple,Zone B,138.82,75.6
2025-11-12,Banana,Zone A,48.24,53.8
2025-11-12,Banana,Zone B,45.06,25.7
2025-11-12,Strawberry,Zone A,181.18,28.2
2025-11-12,Strawberry,Zone B,175.24,90.5
2025-11-13,Tomato,Zone A,15.75,80.3
2025-11-13,Tomato,Zone B,14.96,99.4
2025-11-13,Onion,Zone A,34.8,20.7
2025-11-13,Onion,Zone B,35.13,55.2
2025-11-13,Potato,Zone A,25.82,32.1
2025-11-13,Potato,Zone B,25.38,74.9
2025-11-13,Garlic,Zone A,160.28,28.0
2025-11-13,Garlic,Zone B,169.11,67.2
2025-11-13,Ginger,Zone A,75.38,45.2
2025-11-13,Ginger,Zone B,70.59,42.2
2025-11-13,Capsicum,Zone A,30.64,68.0
2025-11-13,Capsicum,Zone B,30.77,82.3
2025-11-13,Cauliflower,Zone A,26.32,72.7
2025-11-13,Cauliflower,Zone B,25.2,61.4
2025-11-13,Chilli,Zone A,46.35,43.6
2025-11-13,Chilli,Zone B,43.83,91.8
2025-11-13,Grapes,Zone A,114.95,29.0
2025-11-13,Grapes,Zone B,115.0,67.5
2025-11-13,Apple,Zone A,156.17,99.0
2025-11-13,Apple,Zone B,155.65,30.6
2025-11-13,Banana,Zone A,46.88,49.2
2025-11-13,Banana,Zone B,47.31,81.0
2025-11-13,Strawberry,Zone A,192.25,21.3
2025-11-13,Strawberry,Zone B,181.67,41.0
2025-11-14,Tomato,Zone A,14.59,83.1
2025-11-14,Tomato,Zone B,15.13,70.3
2025-11-14,Onion,Zone A,36.88,76.1
2025-11-14,Onion,Zone B,35.89,62.9
2025-11-14,Potato,Zone A,24.84,44.8
2025-11-14,Potato,Zone B,25.31,36.3
2025-11-14,Garlic,Zone A,165.41,51.3
2025-11-14,Garlic,Zone B,166.7,86.8
2025-11-14,Ginger,Zone A,74.03,75.9
2025-11-14,Ginger,Zone B,78.11,87.7
2025-11-14,Capsicum,Zone A,29.34,54.8
2025-11-14,Capsicum,Zone B,30.23,68.7
2025-11-14,Cauliflower,Zone A,24.35,79.3
2025-11-14,Cauliflower,Zone B,23.16,76.6
2025-11-14,Chilli,Zone A,45.77,96.2
2025-11-14,Chilli,Zone B,47.12,82.6
2025-11-14,Grapes,Zone A,109.43,30.2
2025-11-14,Grapes,Zone B,114.96,41.5
2025-11-14,Apple,Zone A,159.18,22.3
2025-11-14,Apple,Zone B,159.62,41.8
2025-11-14,Banana,Zone A,43.77,66.1
2025-11-14,Banana,Zone B,41.58,56.4
2025-11-14,Strawberry,Zone A,177.48,65.4
2025-11-14,Strawberry,Zone B,175.6,40.4
2025-11-15,Tomato,Zone A,15.4,77.8
2025-11-15,Tomato,Zone B,14.98,60.7
2025-11-15,Onion,Zone A,35.04,39.6
2025-11-15,Onion,Zone B,33.97,50.6
2025-11-15,Potato,Zone A,24.96,88.6
2025-11-15,Potato,Zone B,24.23,93.1
2025-11-15,Garlic,Zone A,162.79,45.7
2025-11-15,Garlic,Zone B,162.75,77.6
2025-11-15,Ginger,Zone A,68.76,49.8
2025-11-15,Ginger,Zone B,71.17,92.2
2025-11-15,Capsicum,Zone A,31.83,98.5
2025-11-15,Capsicum,Zone B,32.2,25.5
2025-11-15,Cauliflower,Zone A,24.16,87.6
2025-11-15,Cauliflower,Zone B,24.25,64.2
2025-11-15,Chilli,Zone A,40.33,65.1
2025-11-15,Chilli,Zone B,40.67,69.8
2025-11-15,Grapes,Zone A,110.41,59.5
2025-11-15,Grapes,Zone B,111.99,35.6
2025-11-15,Apple,Zone A,159.26,39.6
2025-11-15,Apple,Zone B,149.85,52.8
2025-11-15,Banana,Zone A,43.26,87.2
2025-11-15,Banana,Zone B,45.12,96.1
2025-11-15,Strawberry,Zone A,173.18,87.9
2025-11-15,Strawberry,Zone B,174.14,28.3
2025-11-16,Tomato,Zone A,16.24,59.4
2025-11-16,Tomato,Zone B,16.01,99.8
2025-11-16,Onion,Zone A,37.3,93.7
2025-11-16,Onion,Zone B,39.78,61.6
2025-11-16,Potato,Zone A,25.24,98.0
2025-11-16,Potato,Zone B,24.66,27.6
2025-11-16,Garlic,Zone A,158.08,26.0
2025-11-16,Garlic,Zone B,154.97,54.8
2025-11-16,Ginger,Zone A,78.82,40.9
2025-11-16,Ginger,Zone B,79.33,84.1
2025-11-16,Capsicum,Zone A,34.85,45.4
2025-11-16,Capsicum,Zone B,33.58,26.0
2025-11-16,Cauliflower,Zone A,23.94,66.8
